msec,Exper,T5Diamond,T5DiamondMask,T5DiamondPseudo,T5Mask,T5Pseudomask,T5Square,T5SquareMask,T5SquarePseudomask,OzDiamond,OzDiamondMask,OzDiamondPseudo,OzMask,OzPseudomask,OzSquare,OzSquareMask,OzSquarePseudo,T5Mask_T5SquareMask,T5Pseudomask_T5SquarePseudomask,T5Mask_T5DiamondMask,T5Pseudomask_T5DiamondPseudo,OzMask_OzSquareMask,OzPseudomask_OzSquarePseudo,OzMask_OzDiamondMask,OzPseudomask_OzDiamondPseudo
1095,1,.412706,-.195109,-.0959182,.0618456,.363742,-.172966,-.0303984,.0284616,-.628897,-.925064,-1.0518,-1.04173,-1.14374,-1.5097,-1.58088,-.563052,.092244,.3352804,.2569546,.4596602,.53915,-.580688,-.116666,-.0919399999999999
1100,1,.394849,-.255221,-.155124,.136198,.407367,-.201599,-.0634502,-.0351542,-.685007,-1.05088,-1.15506,-1.00641,-1.17122,-1.59589,-1.64707,-.668209,.1996482,.4425212,.391419,.562491,.64066,-.503011,.04447,-.0161600000000002
1105,1,.357814,-.314343,-.210829,.190746,.432224,-.239499,-.0948239,-.0939792,-.755154,-1.18504,-1.26372,-.981684,-1.20652,-1.68663,-1.71145,-.783353,.2855699,.5262032,.505089,.643053,.729766,-.423167,.203356,.0571999999999999
1110,1,.303287,-.371737,-.262533,.22311,.436397,-.286994,-.124605,-.146505,-.83942,-1.32443,-1.37638,-.971857,-1.25022,-1.78141,-1.77457,-.905559,.347715,.582902,.594847,.69893,.802713,-.344661,.352573,.12616
1115,1,.234284,-.426588,-.309757,.232392,.420185,-.343496,-.152916,-.191665,-.936884,-1.46535,-1.4911,-.980113,-1.30171,-1.87939,-1.83676,-1.03112,.385308,.61185,.65898,.729942,.856647,-.27059,.485237,.18939
1120,1,.154838,-.478068,-.352076,.219234,.386095,-.407476,-.179893,-.228884,-1.04556,-1.60382,-1.60557,-1.00814,-1.35918,-1.97927,-1.89807,-1.15588,.399127,.614979,.697302,.738171,.88993,-.2033,.59568,.24639
1125,1,.0695843,-.525419,-.389166,.185742,.338463,-.476625,-.205667,-.258088,-1.16246,-1.7358,-1.71717,-1.05591,-1.41995,-2.07937,-1.95824,-1.27567,.391409,.596551,.711161,.727629,.90233,-.14428,.67989,.29722
1130,1,-.0167154,-.568039,-.420837,.135272,.282753,-.548121,-.230331,-.279662,-1.28381,-1.85755,-1.82323,-1.12168,-1.48096,-2.17762,-2.01664,-1.38671,.365603,.562415,.703311,.70359,.89496,-.0942499999999997,.73587,.34227
1135,1,-.0996144,-.605535,-.447065,.0721234,.22473,-.618956,-.253917,-.294361,-1.40529,-1.96585,-1.92117,-1.20213,-1.53923,-2.27175,-2.0724,-1.48594,.3260404,.519091,.6776584,.671795,.87027,-.0532899999999998,.76372,.38194
1140,1,-.175358,-.637746,-.468001,.0011413,.169658,-.686265,-.276384,-.303214,-1.52247,-2.05828,-2.00876,-1.29276,-1.5923,-2.35945,-2.12442,-1.57123,.2775253,.472872,.6388873,.637659,.83166,-.0210700000000001,.76552,.41646
1145,1,-.241154,-.664731,-.483973,-.0727004,.121629,-.747579,-.297612,-.307402,-1.6311,-2.13339,-2.08426,-1.38828,-1.63847,-2.43853,-2.17159,-1.64147,.2249116,.429031,.5920306,.605602,.78331,.00300000000000011,.74511,.44579
0,2,-.0560472,-.326789,-.174104,.0556702,.141551,-.0926802,.0540565,.152308,-.328958,-.275251,-.293829,.0900542,.0392499,-.00817376,-.196735,.370309,.0016137,-.010757,.3824592,.315655,.2867892,-.3310591,.3653052,.3330789
5,2,-.0400934,-.293348,-.158242,.0424796,.14628,-.0537371,.0739685,.172325,-.269394,-.256789,-.27355,.0762386,.0869608,.000982371,-.145053,.373107,-.0314889,-.026045,.3358276,.304522,.2212916,-.2861462,.3330276,.3605108
10,2,-.0281132,-.25604,-.139732,.0301467,.148784,-.011584,.0893213,.188308,-.212206,-.234191,-.247518,.0616884,.128139,.0150438,-.0938496,.368295,-.0591746,-.039524,.2861867,.288516,.155538,-.240156,.2958794,.375657
15,2,-.0215512,-.215464,-.119626,.0194562,.148956,.0311425,.0988288,.19856,-.16084,-.208057,-.216644,.047272,.160018,.0329814,-.0460247,.354844,-.0793726,-.049604,.2349202,.268582,.0932967,-.194826,.255329,.376662
20,2,-.0214519,-.172456,-.0990426,.0111559,.146832,.0713825,.101581,.20166,-.118269,-.179262,-.182378,.0339297,.18053,.0529579,-.00442195,.332355,-.0904251,-.054828,.1836119,.2458746,.03835165,-.151825,.2131917,.362908
25,2,-.0282946,-.128127,-.0790038,.00587547,.142579,.105895,.0971195,.196633,-.0866366,-.148891,-.146591,.0225777,.188534,.0725744,.0284252,.301112,-.09124403,-.054054,.13400247,.2215828,-.0058475,-.112578,.1714687,.335125
30,2,-.0418819,-.0838993,-.0602799,.00404071,.136498,.13166,.085409,.183093,-.0669664,-.118137,-.111352,.0140116,.183963,.0891514,.0505425,.262085,-.08136829,-.046595,.08794001,.1967779,-.0365309,-.078122,.1321486,.295315
35,2,-.0613173,-.041512,-.0432727,.00576809,.128997,.146283,.0668694,.16133,-.0590084,-.0881918,-.0786665,.00880971,.167841,.100195,.0607278,.21685,-.06110131,-.032333,.04728009,.1722697,-.05191809,-.049009,.09700151,.2465075
40,2,-.085066,-.00293504,-.0279958,.0107892,.120563,.148283,.0423273,.132342,-.0612544,-.0601281,-.0502307,.00725081,.142186,.103744,.0587011,.167455,-.0315381,-.011779,.01372424,.1485588,-.05145029,-.025269,.06737891,.1924167
45,2,-.111084,.0298291,-.0140916,.0184181,.1117,.137234,.0130317,.0977798,-.0711327,-.0348087,-.027213,.00925183,.10979,.0987628,.0451749,.11625,.0053864,.0139202,-.011411,.1257916,-.03592307,-.00645999999999999,.04406053,.137003
50,2,-.137003,.0549554,-.00093786,.0275701,.102848,.113882,-.0194439,.0598064,-.0853082,-.0128062,-.0101134,.0143463,.0739074,.0852627,.0218398,.0656843,.047014,.0430416,-.0273853,.10378586,-.0074935,.0082231,.0271525,.0840208
55,2,-.160338,.0710736,.0121855,.0368456,.0942715,.0801546,-.0532331,.0208818,-.100096,.00563614,.00126139,.0217045,.0378973,.0643575,-.00874937,.0181023,.0900787,.0733897,-.034228,.082086,.03045387,.019795,.01606836,.03663591
60,2,-.178689,.0775354,.0259105,.044661,.0859701,.0389607,-.0862268,-.0165129,-.111885,.0206024,.00772716,.0301912,.00484038,.0380166,-.0433745,-.024478,.1308878,.102483,-.0328744,.0600596,.0735657,.02931838,.0095888,-.00288678
65,2,-.189903,.074637,.0405918,.0494355,.0776197,-.00618996,-.116189,-.0501819,-.117537,.0324669,.0105863,.0384686,-.0228022,.00879318,-.0784216,-.0605521,.1656245,.1278016,-.0252015,.0370279,.1168902,.0377499,.00600170000000001,-.0333885
70,2,-.192234,.0636941,.0561719,.0497923,.0686094,-.0515052,-.140916,-.0784818,-.114682,.0418246,.0114318,.0451316,-.0434463,-.020626,-.110191,-.0892791,.1907083,.1470912,-.0139018,.0124375,.1553226,.0458328,.003307,-.0548781
75,2,-.184479,.0469782,.0721121,.044744,.0581173,-.0932148,-.158382,-.100512,-.101951,.0493934,.0119189,.0488537,-.0565377,-.0477527,-.135232,-.110604,.203126,.1586293,-.00223420000000001,-.0139948,.1840857,.0540663,-.000539699999999997,-.0684566
80,2,-.166079,.0274821,.0874345,.033875,.0452685,-.127924,-.166952,-.116192,-.0790565,.0559103,.0135746,.048541,-.0625637,-.0706397,-.150664,-.125261,.200827,.1614605,.0063929,-.042166,.199205,.0626973,-.0073693,-.0761383
85,2,-.137222,.00857239,.100826,.0174659,.0293037,-.153012,-.165566,-.126196,-.046784,.0620385,.0176291,.0434708,-.0629278,-.0879795,-.154441,-.134689,.1830319,.1554997,.00889351,-.0715223,.1979118,.0717612,-.0185677,-.0805569
90,2,-.0989079,-.00644975,.110848,-.0034526,.00974019,-.166794,-.153996,-.131736,-.00687928,.0682877,.0248759,.033394,-.0597096,-.0991787,-.145559,-.140832,.1505434,.14147619,.00299715,-.10110781,.178953,.0811224,-.0348937,-.0845855
95,2,-.0529766,-.0148339,.116167,-.0271412,-.0134675,-.168534,-.13288,-.134268,.0381148,.0749596,.0356287,.0185925,-.0553418,-.104152,-.124166,-.145868,.1057388,.1208005,-.0123073,-.1296345,.1427585,.0905262,-.0563671,-.0909705
100,2,-.00202609,-.0147751,.115777,-.0512622,-.0398814,-.158597,-.103818,-.135137,.0851276,.0821335,.0497093,-.000111977,-.0522326,-.103265,-.0915635,-.151859,.0525558,.0952556,-.0364871,-.1556584,.091451523,.0996264,-.082245477,-.1019419
105,2,.0507688,-.00563746,.109208,-.0730895,-.0685906,-.138461,-.0692308,-.135284,.13082,.0896789,.0665078,-.021409,-.0524058,-.0970378,-.0501078,-.160418,-.00385870000000001,.0666934,-.06745204,-.1777986,.0286988,.1080122,-.1110879,-.1189136
110,2,.101939,.0119683,.0966386,-.0897746,-.0983073,-.110458,-.0321634,-.135053,.171926,.0972925,.0850962,-.0436092,-.0571947,-.086133,-.00301294,-.172423,-.0576112,.0367457,-.1017429,-.1949459,-.04059626,.1152283,-.1409017,-.1422909
115,2,.148098,.036367,.0789425,-.0986662,-.127479,-.0775253,.00406059,-.134143,.205565,.104561,.104382,-.0647947,-.0670335,-.0712442,.0459219,-.187848,-.10272679,.006664,-.1350332,-.2064215,-.1107166,.1208145,-.1693557,-.1714155
120,2,.186366,.0651388,.0575945,-.0976161,-.154449,-.0429868,.0361715,-.131696,.229564,.111033,.12328,-.0829952,-.0813693,-.0532379,.0926458,-.205756,-.1337876,-.022753,-.1627549,-.2120435,-.175641,.1243867,-.1940282,-.2046493
125,2,.214755,.0955913,.034528,-.0852579,-.177617,-.0102567,.0613171,-.12651,.242735,.11628,.140843,-.0963796,-.0987184,-.0331946,.133198,-.224448,-.146575,-.051107,-.1808492,-.212145,-.2295776,.1257296,-.2126596,-.2395614
130,2,.232461,.125197,.0119174,-.0611827,-.195594,.017666,.0773332,-.117295,.24505,.11995,.156362,-.103433,-.116848,-.0125939,.164052,-.241738,-.1385159,-.078299,-.1863797,-.2075114,-.267485,.12489,-.223383,-.27321
135,2,.239959,.151947,-.00805161,-.0260095,-.207319,.0385808,.0830317,-.102927,.237711,.121801,.169412,-.103098,-.133067,.0067835,.182417,-.255306,-.1090412,-.104392,-.1779565,-.19926739,-.285515,.122239,-.224899,-.302479
140,2,.238934,.174544,-.0234069,.0186339,-.212127,.0513024,.0782502,-.0826543,.223043,.121712,.17983,-.0948769,-.144576,.0228694,.186469,-.263062,-.0596163,-.1294727,-.1559101,-.1887201,-.2813459,.118486,-.2165889,-.324406
145,2,.232008,.192481,-.032593,.0702516,-.209818,.0558095,.06384,-.0562074,.204223,.119671,.187619,-.0788731,-.148854,.0336631,.175494,-.263443,.00641159999999999,-.1536106,-.1222294,-.177225,-.2543671,.114589,-.1985441,-.336473
150,2,.222348,.205854,-.0345889,.125677,-.20065,.0533777,.0414504,-.0238196,.184876,.115752,.192846,-.0557693,-.143999,.0374886,.149939,-.255616,.0842266,-.1768304,-.080177,-.1660611,-.2057083,.111617,-.1715213,-.336845
155,2,.213194,.215102,-.0289919,.181338,-.185334,.0464563,.0133003,.0138369,.168551,.110083,.195525,-.0267484,-.129002,.0334738,.105358,-.239562,.1680377,-.1991709,-.033764,-.1563421,-.1321064,.11056,-.1368314,-.324527
160,2,.207411,.220703,-.0160439,.233564,-.164986,.0383038,-.0181283,.0557587,.158218,.102816,.19552,.00662796,-.10392,.0217586,.0562655,-.216044,.2516923,-.2207447,.012861,-.1489421,-.04963754,.112124,-.09618804,-.29944
165,2,.20714,.22299,.00339949,.278894,-.141049,.0325191,-.0503763,.100727,.155794,.0941042,.192498,.0425799,-.0699144,.00375002,-8.38651E-005,-.186482,.3292703,-.241776,.055904,-.14444849,.0426637651,.1165676,-.0515243,-.2624124
170,2,.213566,.221994,.0279576,.314381,-.115174,.0326571,-.0813205,.147398,.161846,.084097,.185961,.0792847,-.0291595,-.018047,-.0599692,-.152777,.3957015,-.262572,.0923869999999999,-.1431316,.1392539,.1236175,-.00481230000000001,-.2151205
175,2,.226851,.217465,.0558323,.337853,-.089108,.0417886,-.109279,.194379,.175467,.0729412,.175301,.115038,.0153636,-.040258,-.119512,-.117125,.447132,-.283487,.120388,-.1449403,.23455,.1324886,.0420968,-.1599374
180,2,.246216,.209049,.0849437,.348114,-.0645267,.0620312,-.133132,.240297,.194408,.0607993,.159925,.148399,.0601723,-.0592492,-.174978,-.0818116,.481246,-.3048237,.139065,-.1494704,.323377,.1419839,.0875997,-.0997527
185,2,.270127,.196551,.113104,.345085,-.0429169,.0941979,-.152263,.283841,.21539,.0478747,.139402,.178296,.101641,-.0716612,-.223053,-.0490276,.497348,-.3267579,.148534,-.1560209,.401349,.1506686,.1304213,-.037761
190,2,.296537,.180207,.138201,.329815,-.0254205,.137756,-.166507,.323812,.234617,.0344389,.1136,.204081,.136369,-.075107,-.26107,-.0207081,.496322,-.3492325,.149608,-.1636215,.465151,.1570771,.1696421,.022769
195,2,.323175,.160876,.158426,.30438,-.0127367,.190857,-.175928,.359199,.248354,.0208494,.0827956,.225536,.161519,-.0685273,-.287173,.0016099,.480308,-.3719357,.143504,-.1711627,.512709,.1599091,.2046866,.0787234
200,2,.347823,.140097,.172456,.271679,-.00505475,.250393,-.180722,.389255,.253504,.00755963,.0477652,.242839,.175098,-.0524983,-.300398,.0169368,.452401,-.39430975,.131582,-.17751075,.543237,.1581612,.23527937,.1273328
205,2,.368573,.120004,.179636,.235143,-.0020487,.312206,-.181037,.413551,.248082,-.0048945,.00982118,.256495,.176133,-.0290471,-.300684,.0249256,.41618,-.4155997,.115139,-.1816847,.557179,.1512074,.2613895,.16631182
210,2,.384017,.103019,.180097,.198397,-.00292138,.371575,-.176967,.432027,.231525,-.0159273,-.0292096,.267228,.164744,-.00140167,-.288808,.025938,.375364,-.43494838,.095378,-.18301838,.556036,.138806,.2831553,.1939536
215,2,.393362,.091493,.1748,.164931,-.00649163,.423696,-.168461,.445023,.204767,-.0249509,-.0670581,.275877,.142101,.0266904,-.266268,.0210634,.333392,-.45151463,.073438,-.18129163,.542145,.1210376,.3008279,.2091591
220,2,.396474,.0873037,.165454,.137792,-.0113418,.46408,-.155434,.453261,.170135,-.0314277,-.101134,.283296,.110294,.0515215,-.235096,.0120304,.293226,-.4646028,.0504883,-.1767958,.518392,.0982636,.3147237,.211428
225,2,.393837,.0915872,.154344,.119356,-.0159787,.488983,-.137885,.457784,.131017,-.0349391,-.128731,.290247,.072098,.0701313,-.19768,.00103942,.257241,-.4737627,.0277688,-.1703227,.487927,.07105858,.3251861,.200829
230,2,.386429,.104516,.144072,.111184,-.01902,.495911,-.116073,.459849,.0914111,-.0352425,-.147266,.297324,.03069,.0806733,-.156561,-.00948596,.227257,-.478869,.00666799999999999,-.163092,.453885,.04017596,.3325665,.177956
235,2,.375509,.125272,.137217,.113924,-.0193987,.483924,-.0905549,.460787,.0553955,-.0323178,-.154555,.304901,-.0106596,.0827341,-.114252,-.0172085,.2044789,-.4801857,-.011348,-.1566157,.419153,.0065489,.3372188,.1438954
240,2,.362411,.152167,.135979,.127309,-.0164926,.453676,-.0622993,.461836,.0266294,-.0264043,-.149103,.313095,-.0488954,.077206,-.0730902,-.0201894,.1896083,-.4783286,-.024858,-.1524716,.3861852,-.028706,.3394993,.1002076
245,2,.3483,.182942,.141864,.150155,-.0102333,.407285,-.032592,.463976,.0078887,-.0180261,-.130387,.321735,-.0814689,.0661133,-.0351355,-.017218,.182747,-.4742093,-.032787,-.1520973,.3568705,-.0642509,.3397611,.0489181
250,2,.333977,.215072,.155453,.180407,-.00110915,.348199,-.00302389,.467778,.000761777,-.00797905,-.0990439,.330362,-.106559,.0520882,-.00210013,-.00802172,.18343089,-.46888715,-.034665,-.15656215,.33246213,-.09853728,.33834105,-.00751509999999998
255,2,.319715,.246088,.17626,.215207,.00988235,.28081,.0247563,.473315,.00547767,.00269243,-.0569886,.338227,-.12323,.0379781,.0246679,.00663334,.1904507,-.46343265,-.030881,-.16637765,.3135591,-.12986334,.33553457,-.0662414
260,2,.305213,.273854,.202706,.251026,.021372,.209904,.049168,.480121,.0209053,.0127387,-.00739872,.3443,-.131519,.0262781,.0441697,.0249907,.201858,-.458749,-.022828,-.181334,.3001303,-.1565097,.3315613,-.12412028
265,2,.289642,.296787,.232265,.283897,.0318206,.140118,.0689098,.48723,.0446687,.0207804,.0454464,.347306,-.132418,.0188589,.0557237,.0445262,.2149872,-.4554094,-.01289,-.2004444,.2915823,-.1769442,.3265256,-.1778644
270,2,.271783,.313924,.261705,.309721,.039768,.0755903,.083017,.493315,.0734218,.0254116,.096476,.345796,-.127748,.0166664,.0589382,.0622903,.226704,-.453547,-.00420300000000001,-.221937,.2868578,-.1900383,.3203844,-.224224
275,2,.250233,.324887,.287456,.32465,.0440685,.0196449,.0909799,.496908,.103151,.025313,.140254,.338239,-.119964,.0197277,.0536867,.075304,.2336701,-.4528395,-.000236999999999987,-.2433875,.2845523,-.195268,.312926,-.260218
280,2,.223689,.329799,.306012,.325547,.0441455,-.0254624,.0926894,.496716,.129585,.0194021,.171524,.32317,-.111852,.0271354,.0401214,.0809915,.2328576,-.4525705,-.00425200000000003,-.2618665,.2830486,-.1928435,.3037679,-.283376
285,2,.191263,.329164,.314407,.310443,.040152,-.0586354,.0884257,.491941,.148626,.00700903,.185798,.299393,-.106152,.0372807,.0187271,.0775834,.2220173,-.451789,-.018721,-.274255,.2806659,-.1837354,.29238397,-.29195
290,2,.152786,.323774,.310682,.278953,.0330855,-.0797041,.0787577,.482611,.156817,-.0119435,.179946,.266216,-.105145,.0480366,-.00958732,.0644146,.2001953,-.4495255,-.044821,-.2775965,.27580332,-.1695596,.2781595,-.285091
295,2,.109048,.314659,.294303,.232575,.0248477,-.0891561,.0645745,.469843,.151783,-.0367624,.152705,.223717,-.110222,.0571294,-.0433782,.0421,.1680005,-.4449953,-.082084,-.2694553,.2670952,-.152322,.2604794,-.262927
300,2,.0619785,.303143,.266463,.174809,.0182025,-.0878993,.0471115,.455991,.132657,-.0658184,.105062,.173024,-.121475,.062392,-.0805329,.0126029,.1276975,-.4377885,-.128334,-.2482605,.2535569,-.1340779,.2388424,-.226537
305,2,.0146877,.291027,.230244,.111087,.0166802,-.0769613,.0281035,.444617,.100416,-.0964321,.040443,.116553,-.137365,.0622042,-.118167,-.0208167,.0829835,-.4279368,-.17994,-.2135638,.23472,-.1165483,.2129851,-.177808
310,2,-.0286607,.280746,.190594,.0484451,.0244402,-.057095,.00988618,.440288,.0581069,-.124838,-.0353282,.0581512,-.154527,.0557491,-.152571,-.0537517,.03855892,-.4158478,-.2323009,-.1661538,.2107222,-.1007753,.1829892,-.1191988
315,2,-.0631147,.275557,.154061,-.0050044,.0460346,-.0285241,-.00438988,.448208,.0108633,-.146242,-.114304,.00313406,-.167743,.0434266,-.17924,-.0808353,-.00061452,-.4021734,-.2805614,-.1080264,.18237406,-.0869077,.14937606,-.053439
320,2,-.0833259,.279578,.128292,-.040774,.0861077,.00908804,-.0107474,.473698,-.0342674,-.155003,-.186906,-.04185,-.170129,.02703,-.19301,-.0959862,-.0300266,-.3875903,-.320352,-.0421843,.15116,-.0741428,.113153,.016777
325,2,-.0840376,.297683,.121335,-.0508219,.149015,.0565611,-.0045283,.521587,-.0687962,-.144956,-.242637,-.0691516,-.15357,.0099592,-.188327,-.092731,-.0462936,-.372572,-.3485049,.02768,.1191754,-.060839,.0758044,.089067
330,2,-.0606126,.335092,.140811,-.0283677,.238376,.115166,.0192122,.595604,-.0834667,-.109863,-.270916,-.0706449,-.109379,-.00291387,-.159631,-.0645963,-.0475799,-.357228,-.3634597,.097565,.0889861,-.0447827,.0392181,.161537
335,2,-.00956431,.396708,.192972,.0313139,.356555,.186381,.0651969,.697827,-.0691286,-.0439792,-.262,-.0384238,-.0291601,-.00539302,-.101846,-.0056028,-.033883,-.341272,-.3653941,.163583,.0634222,-.0235573,.0055554,.2328399
340,2,.0709919,.486275,.281779,.130283,.504199,.271476,.137094,.828264,-.0176668,.0573225,-.207889,.0343676,.0941968,.00947912,-.0109381,.0891554,-.00681099999999998,-.324065,-.355992,.22242,.0453057,.0050414,-.0229549,.3020858
345,2,.180996,.605526,.408146,.267542,.679781,.371092,.236752,.984595,.0770248,.196892,-.103158,.152637,.265448,.0488389,.115513,.222849,.03079,-.304814,-.337984,.271635,.037124,.0425989999999999,-.044255,.368606
350,2,.318221,.753399,.569444,.438895,.879364,.484983,.363421,1.16213,.218266,.375219,.0543726,.31849,.486014,.119134,.277805,.396279,.075474,-.282766,-.314504,.30992,.040685,.089735,-.056729,.4316414
355,2,.47819,.925559,.759378,.637083,1.0965,.611753,.513346,1.35397,.405998,.58998,.26316,.530513,.753171,.225364,.473714,.607344,.123737,-.25747,-.288476,.337122,.056799,.145827,-.059467,.490011
360,2,.654274,1.11436,.968251,.852169,1.32241,.748587,.679649,1.55138,.6365,.835772,.517699,.783286,1.05955,.370186,.69829,.850713,.17252,-.22897,-.262191,.354159,.084996,.208837,-.052486,.541851
365,2,.837982,1.30931,1.18366,1.07217,1.5463,.891179,.852782,1.74424,.902414,1.10413,.808549,1.06724,1.39303,.553365,.943884,1.11772,.219388,-.19794,-.23714,.36264,.123356,.27531,-.0368900000000001,.584481
370,2,1.01939,1.49791,1.39152,1.28379,1.75605,1.03392,1.02132,1.92173,1.1931,1.38385,1.12266,1.36889,1.73713,.771269,1.20046,1.39666,.26247,-.16568,-.21412,.36453,.16843,.34047,-.0149600000000001,.61447
375,2,1.18774,1.66681,1.57731,1.47334,1.93881,1.17019,1.1732,2.07296,1.49525,1.66157,1.44397,1.67154,2.07188,1.01682,1.45616,1.67332,.30014,-.13415,-.19347,.3615,.21538,.39856,.00996999999999981,.62791
380,2,1.33218,1.80316,1.72729,1.62754,2.08191,1.29269,1.29704,2.18774,1.79371,1.9227,1.75434,1.95628,2.37516,1.27956,1.6981,1.93187,.3305,-.10583,-.17562,.35462,.25818,.44329,.0335800000000002,.62082
385,2,1.44265,1.89589,1.82972,1.73451,2.17365,1.3939,1.38347,2.25723,2.07255,2.15251,2.03466,2.20345,2.62442,1.54629,1.91338,2.15608,.35104,-.08358,-.16138,.34393,.29007,.46834,.0509399999999998,.58976
390,2,1.51074,1.93687,1.87581,1.78461,2.20419,1.46672,1.4261,2.27473,2.31609,2.33738,2.26635,2.3942,2.79867,1.80171,2.09016,2.33061,.35851,-.0705400000000003,-.15226,.32838,.30404,.46806,.0568200000000001,.53232
395,2,1.53057,1.92171,1.86046,1.77123,2.16641,1.50517,1.42236,2.23627,2.51003,2.466,2.43282,2.5122,2.88044,2.02958,2.21873,2.44245,.34887,-.0698599999999998,-.15048,.30595,.29347,.43799,.0461999999999998,.44762
400,2,1.49953,1.85035,1.78261,1.69156,2.05673,1.50484,1.37359,2.1412,2.6425,2.5305,2.52107,2.54528,2.85767,2.21386,2.29246,2.4822,.31797,-.08447,-.15879,.27412,.25282,.37547,.01478,.3366
405,2,1.41869,1.7272,1.64541,1.54704,1.87586,1.46336,1.28496,1.99258,2.70497,2.52732,2.52314,2.48673,2.72522,2.34009,2.30854,2.44525,.26208,-.11672,-.18016,.23045,.17819,.27997,-.0405900000000003,.20208
410,2,1.29295,1.56092,1.4561,1.34373,1.62937,1.38083,1.16476,1.79736,2.69296,2.45775,2.43722,2.33624,2.48583,2.39662,2.26839,2.33257,.17897,-.16799,-.21719,.17327,.0678499999999995,.15326,-.12151,.04861
415,2,1.13075,1.36386,1.22565,1.09219,1.32795,1.26007,1.02376,1.56627,2.60647,2.32801,2.26828,2.10032,2.15037,2.37585,2.17771,2.15101,.06843,-.23832,-.27167,.1023,-.0773900000000003,-.000639999999999752,-.22769,-.11791
420,2,.943423,1.15119,.968284,.807117,.987255,1.10641,.874197,1.3134,2.45022,2.14895,2.02814,1.79207,1.73748,2.27507,2.04616,1.91322,-.0670799999999999,-.326145,-.344073,.0189710000000001,-.25409,-.17574,-.35688,-.29066
425,2,.744287,.939743,.700714,.506396,.627143,.927427,.728892,1.05543,2.23339,1.93527,1.7348,1.4304,1.27227,2.09713,1.88665,1.63682,-.222496,-.428287,-.433347,-.0735710000000001,-.45625,-.36455,-.50487,-.46253
430,2,.547441,.746681,.441177,.209864,.27043,.732566,.600295,.81042,1.9692,1.70439,1.41111,1.03863,.784573,1.85045,1.71431,1.3432,-.390431,-.53999,-.536817,-.170747,-.67568,-.558627,-.66576,-.626537
435,2,.366552,.587949,.208242,-.0623076,-.0589573,.532494,.499698,.596511,1.67407,1.47507,1.08295,.642732,.306511,1.54879,1.54529,1.05575,-.5620056,-.6554683,-.6502566,-.2671993,-.902558,-.749239,-.832338,-.776439
440,2,.213692,.476833,.0194012,-.291354,-.338128,.338303,.436416,.430343,1.36662,1.26585,.776882,.269186,-.130083,1.21032,1.39537,.797941,-.72777,-.768471,-.768187,-.3575292,-1.126184,-.928024,-.996664,-.906965
445,2,.0983913,.422722,-.110397,-.4616,-.547493,.160691,.417187,.325581,1.06636,1.09353,.517828,-.0571713,-.496359,.856396,1.27871,.591217,-.878787,-.873074,-.884322,-.437096,-1.3358813,-1.087576,-1.1507013,-1.014187
450,2,.0269917,.430198,-.170104,-.56187,-.672757,.00934951,.445609,.291627,.792366,.971776,.326781,-.315221,-.768878,.509899,1.20661,.45306,-1.007479,-.964384,-.992068,-.502653,-1.521831,-1.221938,-1.286997,-1.095659
455,2,.0023443,.498623,-.153698,-.586426,-.706367,-.107627,.521909,.33272,.56186,.91002,.218969,-.489302,-.931576,.193466,1.18663,.395411,-1.108335,-1.039087,-1.085049,-.552669,-1.675932,-1.326987,-1.399322,-1.150545
460,2,.0238645,.622317,-.0608576,-.535335,-.648233,-.184292,.642923,.447521,.388974,.912744,.202575,-.570487,-.977082,-.0724464,1.22201,.42359,-1.178258,-1.095754,-1.157652,-.5873754,-1.792497,-1.400672,-1.483231,-1.179657
465,2,.0879278,.791328,.102921,-.414182,-.505536,-.217189,.802412,.629244,.283636,.979187,.278171,-.557241,-.907244,-.271207,1.3114,.535863,-1.216594,-1.13478,-1.20551,-.608457,-1.868641,-1.443107,-1.536428,-1.185415
470,2,.188438,.992621,.326808,-.233258,-.291725,-.205398,.991565,.866325,.250824,1.10353,.438902,-.455422,-.732805,-.391491,1.44914,.723706,-1.224823,-1.15805,-1.225879,-.618533,-1.904562,-1.456511,-1.558952,-1.171707
475,2,.317537,1.21155,.595664,-.00633947,-.0249109,-.150505,1.1999,1.14354,.290157,1.27548,.671315,-.27764,-.472311,-.428187,1.62574,.972689,-1.20623947,-1.1684509,-1.21788947,-.6205749,-1.90338,-1.445,-1.55312,-1.143626
480,2,.466373,1.43342,.891486,.250722,.274163,-.0564846,1.4162,1.44346,.395945,1.48123,.956748,-.0420188,-.150329,-.382869,1.82874,1.2639,-1.165478,-1.169297,-1.182698,-.617323,-1.8707588,-1.414229,-1.5232488,-1.107077
485,2,.625826,1.64488,1.1951,.52145,.584205,.0705273,1.62941,1.74792,.557681,1.70474,1.27309,.229499,.204838,-.263542,2.04381,1.57574,-1.10796,-1.163715,-1.12343,-.610895,-1.814311,-1.370902,-1.475241,-1.068252
490,2,.787118,1.83497,1.48787,.789996,.885241,.222751,1.82949,2.03959,.760948,1.92901,1.5967,.513135,.563683,-.0839554,2.25588,1.88594,-1.039494,-1.154349,-1.044974,-.602629,-1.742745,-1.322257,-1.415875,-1.033017
495,2,.942325,1.99569,1.75324,1.04212,1.16008,.391299,2.00804,2.30323,.988647,2.13755,1.90435,.785354,.898038,.137747,2.45035,2.17342,-.96592,-1.14315,-.95357,-.59316,-1.664996,-1.275382,-1.352196,-1.006312
