msec,Experiment,Exper,HzpostEEMD1T5squa,HzpostEEMD2T5squa,HzpostEEMD3T5squa,HzpostEEMD4T5squa,HzpostEEMD5T5squa,HzpostEEMD6T5squa,HzpostEEMD7T5squa,HzpostEEMD1combinexpT5SquareMask,HzpostEEMD2combinexpT5SquareMask,HzpostEEMD3combinexpT5SquareMask,HzpostEEMD4combinexpT5SquareMask,HzpostEEMD5combinexpT5SquareMask,HzpostEEMD6combinexpT5SquareMask,HzpostEEMD7combinexpT5SquareMask,HzpostEEMD1combinexpT5SquarePseudo,HzpostEEMD2combinexpT5SquarePseudo,HzpostEEMD3combinexpT5SquarePseudo,HzpostEEMD4combinexpT5SquarePseudo,HzpostEEMD5combinexpT5SquarePseudo,HzpostEEMD6combinexpT5SquarePseudo,HzpostEEMD7combinexpT5SquarePseudo,HzpostEEMD1T5diamo,HzpostEEMD2T5diamo,HzpostEEMD3T5diamo,HzpostEEMD4T5diamo,HzpostEEMD5T5diamo,HzpostEEMD6T5diamo,HzpostEEMD7T5diamo,HzpostEEMD1combinexpT5DiamondMask,HzpostEEMD2combinexpT5DiamondMask,HzpostEEMD3combinexpT5DiamondMask,HzpostEEMD4combinexpT5DiamondMask,HzpostEEMD5combinexpT5DiamondMask,HzpostEEMD6combinexpT5DiamondMask,HzpostEEMD7combinexpT5DiamondMask,HzpostEEMD1combinexpT5DiamondPseudo,HzpostEEMD2combinexpT5DiamondPseudo,HzpostEEMD3combinexpT5DiamondPseudo,HzpostEEMD4combinexpT5DiamondPseudo,HzpostEEMD5combinexpT5DiamondPseudo,HzpostEEMD6combinexpT5DiamondPseudo,HzpostEEMD7combinexpT5DiamondPseudo,HzpostEEMD1T5Mask,HzpostEEMD2T5Mask,HzpostEEMD3T5Mask,HzpostEEMD4T5Mask,HzpostEEMD5T5Mask,HzpostEEMD6T5Mask,HzpostEEMD7T5Mask,HzpostEEMD1T5Pseudomask,HzpostEEMD2T5Pseudomask,HzpostEEMD3T5Pseudomask,HzpostEEMD4T5Pseudomask,HzpostEEMD5T5Pseudomask,HzpostEEMD6T5Pseudomask,HzpostEEMD7T5Pseudomask
1085,Experiment I,1,.365659329,.007767029,.022129263,.020455942,.01264854,.010453183,.009990159,.413467628,.170660958,.047843538,.023359687,.016617296,.01383964,2.45E-017,.431395725,.225451104,.078081453,.043062533,.03053889,.013782032,.012109472,.43634201,.081229973,.061711375,.037647082,.022757681,.014962552,.011186025,.45572457,.233018608,.056762697,.02100132,.012554814,.009689132,.008821244,.475615573,.300865039,.075955341,.021978893,.014541354,.010427359,.010714422,.126185144268979,.143201605037782,.08076306681974,.0322136110493698,.0201636519394799,.00999165542641411,.00707773298135725,.2878118788297,.167204060274746,.0773050316693175,.0389006457164582,.0229820798264681,.0136644001300552,.00486477634047419
1090,Experiment I,1,.365411309,.038458312,.024764518,.021017523,.012990273,.010695695,.010941281,.464720485,.188679705,.048142856,.023923816,.017082597,.014912413,2.52E-018,.396605726,.202054758,.074616995,.041646115,.031158313,.01438381,.01335047,.417211199,.094302516,.05863176,.037209974,.023325176,.015442132,.012289146,.414857149,.213049878,.052129597,.021673591,.012903893,.010015359,.009724547,.447112238,.282935687,.061678283,.022853586,.014903034,.010765142,.011770873,.160191488818084,.139696479199091,.0790890292703466,.0326507084181933,.0207268401823627,.00982576977071735,.00772917620541242,.262367470516921,.162049640494109,.080193558080585,.0381877357457519,.0233579266866251,.014534380750375,.00507085335168794
1095,Experiment I,1,.30901869,.094675557,.027726945,.021304739,.013257326,.010906844,.010738076,.453700905,.178579424,.047443589,.02430988,.017335045,.014619147,4.76E-017,.378584921,.18073061,.070165929,.040926247,.031795317,.014699037,.013139663,.383762515,.114375322,.056789437,.037282043,.023733513,.015668877,.012000781,.414866906,.196371942,.047607229,.022125885,.013203099,.010257226,.009586017,.447505898,.274639226,.045863833,.023494814,.015162053,.010942742,.011536809,.222021823177617,.143184044263163,.0752472636560677,.0329897090488199,.021026087533574,.0104998888404996,.00768121159061838,.277559048101861,.160086698430505,.0839049354935287,.037118105333269,.0237757458645797,.0139372822712563,.00507827134458133
1100,Experiment I,1,.325196815,.119363349,.031268819,.022081846,.013701138,.011212096,.011971912,.404626705,.157321499,.046511811,.025120915,.017964467,.016123479,4.62E-018,.050094017,.163198771,.067514993,.040571426,.032711409,.01546783,.014789602,.355160998,.134550669,.056550642,.037115999,.024541141,.016291867,.013433883,.426976801,.187944195,.043096368,.023069739,.013648337,.010682795,.010785756,.435076433,.246500494,.037777503,.024632787,.015619869,.011374191,.012900122,.249827341232142,.145673637713245,.0709048795801874,.0337791876935661,.0217861542357117,.0101535346965033,.00856615918494255,.307441078369569,.181051122526496,.0889411667929996,.0362596964313891,.024264584736739,.0149681302000965,.00536794721413776
1105,Experiment I,1,.417785696,.139171452,.034082992,.02251105,.014057216,.011484634,.011756918,.409356105,.146830098,.045776611,.025711686,.018328545,.0158154,4.21E-017,.144566447,.147957551,.066547312,.0408406,.033642989,.015854588,.014518145,.389927081,.157637755,.05786242,.037762524,.02516015,.016593078,.013130352,.008719835,.176726934,.038914046,.023673105,.014042504,.011001304,.010635001,.355610481,.210021506,.040459969,.025444586,.015966424,.01160181,.012642912,.307899559452994,.145880873150379,.0673320761637016,.0343594217316849,.0222143071753826,.011119189235134,.0085135028467411,.333363186966783,.197344781390953,.0938645955028765,.0355732096843703,.0248222440247202,.0144381430585693,.00538238271186092
1110,Experiment I,1,.437109841,.152530238,.036874146,.023616697,.014644315,.011882306,.013469826,.379314234,.138601801,.045846606,.026917532,.019200078,.018064623,1.91E-017,.221211811,.129607377,.065644804,.041119027,.035024407,.016882025,.016841467,.423560773,.172527513,.060382733,.038121323,.026311031,.017433166,.015119132,.004084311,.147985136,.035919797,.025000344,.014633045,.011577527,.012335979,.241938355,.190517478,.049001255,.027057559,.016563015,.012175881,.014516724,.359948878086922,.149564359770572,.0629692624021225,.0356801785007569,.0232746126843813,.0103166201653678,.00980643116449797,.359605842974768,.184094756255297,.0971692930615358,.0356744874055142,.0254764989165744,.0157849601364274,.0058185686201181
1115,Experiment I,1,.37816868,.154710982,.039128243,.024269351,.015125179,.012245929,.013237955,.154949159,.124629822,.046183027,.027855576,.019716748,.017724769,4.3E-017,.327220992,.106178857,.064748048,.042213102,.036455547,.017361124,.016487624,.403253717,.169020925,.062384891,.039631825,.027240656,.017848111,.014791199,.033764586,.114503295,.033783847,.025825721,.015175595,.012009448,.012166628,.217614189,.197268353,.056638669,.028198131,.017032877,.012471649,.014230341,.383155480282069,.161541391801837,.0592920083566626,.0367106864118841,.0239087055577425,.0118571855488231,.00974560698526214,.388437227002253,.178035430646448,.0965051137745351,.0359230661564514,.0262356389873163,.0153208040770552,.0058412183538883
1120,Experiment I,1,.341432583,.150280592,.042831502,.025916282,.015951496,.012791491,.015889003,.11956125,.123741111,.047054157,.029716195,.020986962,.021467907,4.02E-018,.39368032,.086675515,.065008319,.043459852,.03858272,.018819282,.020090824,.353050241,.158982301,.063548716,.040761005,.028890501,.019073568,.017858659,.102490422,.102134859,.032549221,.027887306,.016001469,.012837261,.014844419,.317946987,.208132835,.059536891,.030684944,.017842693,.013287802,.017088048,.0533540105039843,.16762323956377,.0568940469886382,.0389186853245253,.0254747982024401,.00951717439508129,.0118668985914756,.430177695385497,.185058582571785,.0972825460872061,.036793648252507,.0271074966603567,.0173433371549124,.00657138485591177
1125,Experiment I,1,.257136164,.137654073,.045887482,.026945849,.016655362,.01330144,.015629955,.291003556,.135372963,.048245685,.031255222,.021775907,.021050449,4.38E-017,.34580659,.074619052,.066292517,.046378093,.040871185,.019421175,.019614062,.349371729,.165865612,.061080132,.043709598,.030303981,.019687154,.017489331,.300789971,.09999494,.031263412,.029211866,.016792832,.013448039,.014644538,.051410178,.189441618,.062918744,.032447341,.018512743,.0136751,.016760431,.0692825381922411,.153198302119297,.0567387672378137,.0407124742735814,.0264495702100954,.0124925328440631,.0117898521737936,.406900137969105,.178922102248228,.100074275717762,.0373036034105645,.0282541712146686,.0169426426081844,.00660480160946012
1130,Experiment I,1,.219007164,.122083226,.052190151,.029673196,.017960788,.014120834,.020651776,.060900023,.137186581,.050898697,.034372919,.023902343,.028669331,3.41E-018,.340456052,.069788068,.069773219,.049776635,.044466001,.021812844,.026352872,.430985448,.201003331,.058785399,.046672289,.032907853,.021738717,.023247288,.335819352,.095436043,.030448631,.032881785,.01806249,.014776616,.019773146,.064087925,.145914357,.067835276,.036753611,.019739871,.015004138,.022071213,.319098954165219,.136638388917026,.0566658083679092,.0444959076498291,.0289908627468775,.000173154043227239,.0161093367114336,.328262682298275,.169368395525233,.107654672021775,.0387774792995141,.0296778221909661,.0207613031862483,.00809068997486457
1135,Experiment I,1,.30957979,.113168627,.057972455,.031455133,.019100513,.014895632,.020339482,.063906533,.125866421,.055952932,.037346416,.025232755,.02802283,5.45E-017,.399290098,.062445894,.077256695,.057992533,.049294341,.022564513,.02565675,.424711073,.318905453,.053014348,.054493778,.035600005,.022691927,.02279684,.3375381,.086210103,.02979689,.035298914,.019357438,.01568575,.019514792,.308898461,.108427253,.079156756,.039908981,.020810385,.015485028,.021671458,.1266634312182,.141908524739111,.0605087407497841,.0483592804124428,.0306324079220165,.00748620901199944,.015991128335661,.292933696550798,.180709046782288,.131232493882308,.0406878305576087,.0320578316251982,.0204289632871666,.00814170425574551
1140,Experiment I,1,.385360464,.103251073,.073143094,.037546167,.021796685,.016462311,.036333911,.333526227,.11028927,.065490576,.044194817,.030163238,.053868822,7.04E-017,.314199086,.060375027,.090997076,.070866754,.057667412,.028689732,.046278566,.35189417,.349244346,.039090816,.07004825,.040906515,.02770168,.040685025,.31732784,.057302841,.030315018,.044128213,.021756174,.018686207,.035883811,.183999952,.089223737,.096497133,.049737342,.023221247,.018927055,.038168737,.0665057314338333,.155331132566759,.0698956077122781,.0574308834348771,.0364115332705316,.159942984460788,.0315486903305715,.29205199428396,.194568696285516,.150644690073087,.0453597050719188,.0338851667744661,.0326007345971644,.0131791752533812
1145,Experiment I,1,.385360464,.103251073,.073143094,.037546167,.021796685,.016462311,.036333911,.333526227,.11028927,.065490576,.044194817,.030163238,.053868822,7.04E-017,.314199086,.060375027,.090997076,.070866754,.057667412,.028689732,.046278566,.35189417,.349244346,.039090816,.07004825,.040906515,.02770168,.040685025,.31732784,.057302841,.030315018,.044128213,.021756174,.018686207,.035883811,.183999952,.089223737,.096497133,.049737342,.023221247,.018927055,.038168737,.0665057314338333,.155331132566759,.0698956077122781,.0574308834348771,.0364115332705316,.159942984460788,.0315486903305715,.29205199428396,.194568696285516,.150644690073087,.0453597050719188,.0338851667744661,.0326007345971644,.0131791752533812
0,Experiment II,2,.497312569,.029286295,.248297328,.026999457,.011652693,.031992555,3.43E-017,.007016978,.00416266,.016972654,.003313963,.001827784,.013249225,.01381692,.000903792,.003181492,5.16E-005,.081820588,.002138586,.017530808,.008299142,.017933999,.003672503,.00061091,.004119973,.014942554,.120792311,3.53E-017,.00610019,.001552393,.02303411,.022410574,6.86E-005,.041987988,.07826775,.018384272,.01036907,.009501321,.005412016,.003689514,.0308451,.016519425,.0073623283310255,.00489879536068924,.00484528252665215,.00450263297160718,.00635776236387322,7.41851895253866E-005,.00429705527360086,.493571729795724,.00564683167246068,.0218584304756048,.0284154979793773,.016803095879162,.0133931023219363,.0264807004109657
5,Experiment II,2,.497312569,.029286295,.248297328,.026999457,.011652693,.031992555,3.43E-017,.007016978,.00416266,.016972654,.003313963,.001827784,.013249225,.01381692,.000903792,.003181492,5.16E-005,.081820588,.002138586,.017530808,.008299142,.017933999,.003672503,.00061091,.004119973,.014942554,.120792311,3.53E-017,.00610019,.001552393,.02303411,.022410574,6.86E-005,.041987988,.07826775,.018384272,.01036907,.009501321,.005412016,.003689514,.0308451,.016519425,.0073623283310255,.00489879536068924,.00484528252665215,.00450263297160718,.00635776236387322,7.41851895253866E-005,.00429705527360086,.493571729795724,.00564683167246068,.0218584304756048,.0284154979793773,.016803095879162,.0133931023219363,.0264807004109657
10,Experiment II,2,.002276701,.008778526,.009913019,.033150614,.014603371,.043962635,2.33E-018,.000223412,.007696114,.023376019,.005414,.003743007,.01206131,.008448442,.250880377,.05764726,.002523442,.003291542,.004197278,.017873724,.005464287,.010964787,.020404876,.006348828,.002358578,.004770875,.030732807,0,.001688852,.011097606,.040791868,.004777611,.000422074,.017439115,.007090312,.125442954,.012541423,.042906479,.005900263,.058152655,.021468701,.000567907,.00910781620375613,.012823274323689,.0045106535085137,.00565311064761428,.00667120144660407,6.55156008839052E-005,.0054879266321076,.497966173178481,.0108786244725353,.00407518826415812,.0229257363853982,.0181589394404218,.0117419306253803,.0651317769232761
15,Experiment II,2,.483520755,.061258742,.01150005,.037036804,.015966624,.038229257,6.78E-017,.006032943,.01001394,.028308744,.006781809,.004534456,.0107327,.008402687,.491796645,.028056076,.009643362,.268638217,.004691611,.016942429,.004856555,.487576951,.025258963,.016906092,.000492442,.00624195,.043945853,0,.024799482,.019326398,.053751117,.010567174,.001092898,.012606432,.010325561,.025499265,.02622843,.082501825,.003822963,.158423848,.021040963,.000322411,.0027259639309778,.0706958484373471,.00162046374821372,.00468557338841066,.00693869424044181,.00023393118266026,.00540022781188199,.49813601068664,.019547338496287,.0182744315036807,.0212900496221166,.019341379763511,.0121160769158601,.0578551976462135
20,Experiment II,2,.00482375,.046612173,.012831626,.04300895,.020495435,.031401018,1.44E-017,.007585412,.013684959,.03767012,.009218501,.006434828,.010814061,.006798964,.461988943,.222446177,.019474524,.136129441,.00840727,.01705307,.003949486,.493712327,.009159326,.21869409,.00436295,.003454069,.004029291,3.53E-017,.004882916,.001632929,.107483864,.02261357,.002512736,.007048375,.000394826,.071174468,.042326028,.018961413,.001075849,.178669714,.014729243,.002615255,.0200634925745203,.0479346589329889,.0180163718457528,.00456408729306681,.0072325022567737,.000449951760979803,.00641877046182087,.484423910797687,.0159547704361293,.0283332615157947,.0194483598708731,.0214997894548594,.0124771674853583,.0876529280622825
25,Experiment II,2,.46158508,.092355417,.014886535,.047312859,.021315092,.031777838,6.55E-018,.105695871,.018641447,.055898981,.010288446,.00692268,.009770249,.006770784,.016551069,.113104135,.035116593,.031532559,.008448904,.016588587,.003371654,.002000656,.052167035,.193901627,.007770283,.004301266,.007450735,3.53E-017,.00515374,.031149364,.171805027,.029752674,.003435519,.005272438,.001709205,.101367639,.013656679,.046612565,.002014811,.07705472,.015426803,.00217054,.0168530122265445,.0131258722330871,.0355414399968237,.00178468182238583,.00739462150161596,.000655379588752456,.00617713633665513,.475965959472792,.0125398780387175,.0338580120718617,.0190149797578835,.0228600517996401,.0128482338598351,.115199444305269
30,Experiment II,2,.02225269,.084634392,.016715923,.05023576,.024769504,.017429254,4.05E-017,.0147733,.020973705,.114099196,.012458418,.008866455,.009942934,.005966752,.30485916,.146257916,.048816398,.00659946,.017228518,.016612299,.002876897,.470696983,.079000078,.014197218,.011373103,.003086684,.000434603,3.53E-017,.017710638,.03175804,.144232428,.035346768,.00576731,.003115094,.001474131,.116125903,.096744625,.060704045,.005840935,.00378367,.010904877,.003315641,.0227163620904142,.0127595602639002,.0601325379889359,.00127450573652598,.007639687402908,.000913781284972975,.00703859087499189,.301664328775313,.0237610342350955,.0406621438975884,.0182947637973996,.0254236175072824,.013679794658173,.0381731790031355
35,Experiment II,2,.020642089,.109667613,.019045599,.052030471,.024255161,.019910098,5.73E-017,.266185747,.061085259,.162205145,.013202799,.008787125,.009156852,.005949247,.052418766,.113998202,.079343907,.0180444,.015930482,.016140018,.002293266,.444469227,.12580908,.037816643,.011624512,.003604072,.001007182,0,.245784794,.023711265,.101543659,.03965716,.006293882,.00230152,.00073165,.087465539,.04958808,.07752845,.007970225,.00357427,.011868835,.003037945,.00188514739437028,.0501184525033418,.037065439727668,.00696873071591902,.00775216148589519,.00113846369309954,.00672430163507986,.085745010479961,.0023645690979117,.0476511414927703,.0183286828671267,.0271702965628968,.0141174903141763,.0392786135156332
40,Experiment II,2,.0491447,.174588495,.021309236,.048396093,.023931372,.009592543,2.61E-017,.05298089,.083478731,.119652202,.01499798,.010364603,.009224748,.005456042,.105440462,.161293366,.116020178,.010473461,.042830637,.016023693,.001920499,.454830657,.20243597,.022862915,.010247144,.002936519,.001879863,0,.029205025,.060947716,.079557415,.043509055,.008708707,.00124408,.002189079,.106546084,.067508141,.084098848,.011249231,.001403732,.008620354,.003632636,.00720763991661365,.0510843507078875,.00549630021907118,.0197431086019817,.00796561339873336,.0014226660641001,.00744751743851524,.132280301664043,.0100431090294429,.0592907361042388,.0180882489111654,.0296155210665493,.0151441640130365,.0185849671404879
45,Experiment II,2,.039360115,.112968219,.024953623,.046286743,.02231035,.011650936,3E-017,.106710962,.008019076,.066668975,.015590847,.009560885,.008673927,.005446547,.01255585,.187075929,.13930634,.015860331,.036667105,.015418624,.001317822,.004370856,.245652845,.022518997,.005692045,.003271482,.001072285,0,.309567886,.000316836,.072078943,.046637686,.007919804,.000817507,.001691611,.069995414,.110596506,.11218517,.01198709,.001468407,.009563001,.003437808,.00162154823095586,.0884075622366088,.0114045448663796,.0260202401867156,.00805289716398163,.00165587762248338,.00710683576678671,.0647040364570735,.00551937366309766,.075288800223975,.0183629060750609,.0315244364512765,.0156847732756617,.0166243549936125
50,Experiment II,2,.464205559,.117608036,.029687165,.040392711,.018918799,.005483254,4.29E-017,.388413218,.075426443,.052665039,.017082874,.010311929,.008599882,.005108212,.027569009,.185233861,.134142559,.012939028,.081845106,.015150088,.000949375,.008598487,.222437084,.002674858,1.67E-006,.002845852,.002488063,0,.023106331,.075970482,.071781061,.048946032,.008649346,.000224868,.002487533,.138505089,.112764392,.138982003,.014436065,.000894801,.007183754,.003797899,.0128956842211036,.0988724848359663,.0315950638065043,.0485814568018124,.00824697375537395,.00195543718326238,.0077042238604869,.0357848402048253,.00567157992630726,.0994580037390442,.0184356481215938,.0326468784982101,.016718229024847,.0122312159593978
55,Experiment II,2,.05647103,.119942369,.045468421,.037196456,.017302412,.006924025,2.41E-017,.387373464,.120395375,.052045267,.017719611,.008949381,.008257077,.005105398,.019636348,.170041203,.096509254,.014870723,.078657647,.01441708,.000326466,.02111589,.190617225,.014859127,.005484341,.00307206,.001959682,0,.248327674,.148611735,.070997122,.051245778,.006469748,1.84E-005,.002118165,.090166055,.235440567,.135121024,.013764544,.000955014,.008028736,.003650879,.0147466550063135,.122873629989763,.0393715365640337,.035815213932031,.00832204410760624,.00219017788963687,.00736694637457694,.0897378277656026,.00953151841629346,.12545568737786,.0188944906676169,.0339300570123242,.0173628499091584,.0108224555946303
60,Experiment II,2,.01494781,.100849712,.167851965,.032840401,.0134567,.003176688,3.8E-017,.02660038,.226892411,.054672376,.019030715,.008757769,.008047579,.004855536,.464745906,.144259347,.078030698,.01341838,.047298405,.014026748,.000117038,.421383359,.183090555,.021530991,.010428397,.002775271,.002776243,0,.010019642,.251801704,.078579417,.05344598,.004757754,.000380265,.002598615,.096071769,.30916201,.128053343,.015516545,.000710901,.006240183,.003891259,.0401044311066373,.116267783355409,.053550540433936,.0273978280055707,.008504678763687,.00249588636185483,.00784777648868392,.141493212661884,.00155181580838651,.127596235559251,.0191555479799385,.0327384172077273,.0181665159532129,.00945896577077393
65,Experiment II,2,.334770399,.127810585,.219627075,.030310284,.012363138,.004183694,3.67E-017,.042092685,.295029896,.056553919,.019885748,.007230369,.007882493,.004858636,.012835665,.140722584,.071147678,.014284578,.055928448,.013226732,.000747853,.354809253,.188053946,.02895564,.012771157,.002939666,.002395634,0,.346653209,.255975263,.086407227,.055554241,.002349113,.000526212,.002304449,.051952885,.198492907,.107630016,.01245486,.000752126,.00697978,.00377458,.0454945620728958,.0792295897683895,.056992917648812,.0147014743212229,.00857760352914599,.00272322666825134,.0075339334337277,.324956052671483,.019381339966657,.111513073991299,.0197151452491947,.0327254798323347,.0188698990166377,.00847907422755006
70,Experiment II,2,.000354025,.114002159,.106147845,.027735076,.009327525,.001776529,1.3E-017,.351679103,.22355757,.059337815,.021057295,.006365136,.007557523,.004663794,.016826684,.165851643,.067196695,.013440796,.021329368,.012765843,.001342413,.234362265,.18874197,.02197165,.014777215,.002722864,.002917819,0,.021468898,.189115867,.09469601,.057314769,.000769965,.000760568,.002611501,.038736676,.142560368,.094399071,.010744015,.000629568,.005600835,.003946394,.000123024636074424,.0869594261374594,.0664552817710447,.000405988768465511,.00875627781107884,.00302470973471028,.00790650821741079,.370880893982136,.0212125128994639,.0960892985989908,.0200440704097428,.0298764754547441,.0191743106959044,.0079739150911815
75,Experiment II,2,.210000226,.116580899,.040512913,.026026894,.008697043,.002503478,3.37E-017,.284881898,.148213646,.063213664,.022146444,.004991344,.007540008,.00467232,.012179628,.192218151,.069650594,.013921904,.02482203,.011966834,.001948196,.214487485,.183973708,.00313582,.014984672,.002849364,.002625372,0,.036204219,.179827439,.101699277,.058042681,.002567019,.000850743,.002364326,.26133074,.192968027,.093665953,.001369523,.000680358,.006248223,.00385029,.116388580505119,.0905068197364206,.0671732519823483,.00355830814680955,.00883496580915711,.003239372642242,.00762890764279883,.391900715544283,.0400913177631979,.0890445494239102,.0204708835611294,.0288701990949162,.0198309555635876,.00725783772620625
80,Experiment II,2,.054293578,.123775758,.032737429,.0245686,.006553746,.000868364,9.75E-018,.28496663,.13789027,.067012292,.023148403,.003826935,.007123167,.004513651,.014041361,.211504709,.06809506,.013491495,.013649886,.011484239,.002777717,.372623402,.194287936,.051700655,.015628102,.002686207,.002984275,0,.017566508,.197957128,.110551214,.057701931,.005888319,.001008493,.002565201,.077718211,.278166417,.092211642,.018323957,.00062765,.005161712,.003979512,.0975843396202039,.103280379868178,.0674158631863447,.0127338634542563,.00901445508850425,.00353249699612144,.00790188772385721,.0164265356634291,.033390086496631,.089695969371962,.0206355749343167,.0258665846388984,.0194520592734798,.00706350370582963
85,Experiment II,2,.044773001,.096441384,.031486491,.023464744,.006216443,.001411813,6.28E-018,.350285507,.141392974,.072138646,.024535552,.002739932,.007225506,.004527261,.00731018,.218114118,.064644801,.013866879,.015236058,.010736878,.003293307,.452434444,.228111999,.062314203,.014450306,.002789602,.002749161,0,.071462957,.221838453,.118102259,.056756994,.007006399,.001062694,.002347987,.102949047,.255821974,.095422829,.038525509,.000681241,.005732451,.003898063,.301002542760291,.115016376261636,.065271870418306,.0134550975148739,.00910550639720585,.00373300051197812,.00766835832362769,.000929805049916784,.0682197786828683,.0967511027860947,.0210242954137112,.0245736579611985,.0199362042728451,.00651478150668595
90,Experiment II,2,.000760485,.083188608,.03084995,.022693077,.004734892,.000246198,2.76E-017,.359279513,.139471963,.075256288,.025367657,.001559677,.006738729,.004393264,.01066749,.216596934,.059312206,.013679696,.011116904,.010269422,.004445888,.011639103,.275938534,.007185127,.012803482,.002664214,.003009378,0,.113000349,.213702008,.116099218,.055765068,.010025456,.001168309,.002477958,.262904073,.187419164,.091526457,.056352076,.000653671,.004859768,.00399918,.0473443167111713,.124593551941672,.0585195491681518,.0192898400354731,.00928832349367105,.00401562517142968,.00785099573672425,.4571593224997,.243809744408546,.108228818553507,.0213276382884487,.0222221664806484,.0189081036226386,.00645098906909222
95,Experiment II,2,.288281628,.069870783,.031657243,.022143435,.004566992,.000665483,2.99E-017,.29223813,.131240015,.077610991,.02696267,.000764811,.00693526,.0044117,.009078733,.234250224,.056248871,.014011706,.012102638,.009601355,.004761322,.000446444,.293282209,.031917856,.006540404,.002752196,.002813878,0,.19671449,.173727371,.110308427,.054118238,.010771959,.001196173,.002280223,.345234665,.19365542,.090087698,.029390215,.00069376,.005367832,.003928577,.0512815669995296,.150374989556285,.0555147286303612,.0187463047182794,.00939406578604455,.00420212164462848,.00766519870418422,.460021763728965,.386306079898795,.120325055799474,.0218991620922694,.0210566217028066,.019142250355132,.00601402041331364
100,Experiment II,2,.087011329,.066480618,.032905793,.022040996,.003530843,.000199579,3.94E-017,.195631074,.119874334,.07909637,.027232396,.000292404,.006397765,.004294925,.010396755,.273800132,.052234445,.013932104,.010283595,.009170097,.006303014,.003025667,.277700948,.040412762,.003570472,.002657917,.003010528,3.53E-017,.021966584,.15534887,.100546652,.051649402,.013477606,.001266284,.002361765,.354674043,.227549383,.090887323,.009236903,.000660373,.004656528,.004010252,.352592368728559,.150875404291556,.050402827249968,.0226948073551833,.00957992560177453,.00447282261815157,.0077672675794606,.448065901592668,.273555841446935,.13512851483798,.0222980003791314,.0194224994496664,.0177126419798841,.00601043954552823
105,Experiment II,2,.16025557,.074929431,.035054413,.021931524,.003458941,.000132794,2.43E-017,.207630881,.110406708,.080156174,.028625195,.000861804,.00666715,.004317977,.000318629,.27564269,.045875484,.014039655,.010922826,.008589663,.006262524,.008921112,.268838545,.041798706,.019699785,.002740581,.002843776,0,.414258183,.159966621,.092332542,.04957489,.01392254,.001277636,.002179723,.309658514,.215259188,.086203308,.001824926,.000668639,.005111167,.003947929,.338417874130647,.139018652928057,.0489949853337697,.0216934539829319,.00970392771767208,.00464536558917691,.00762925639146712,.010595211569497,.166152264897842,.138731722412322,.0227041443410261,.01848733593802,.0177074242245521,.00565167177447838
110,Experiment II,2,.398193827,.078783736,.036792108,.022007743,.002717566,.000531079,3.7E-017,.31006221,.108978336,.082844442,.028459374,.001779167,.006095248,.004213372,.003581592,.242620969,.042833964,.013744639,.009976712,.008203404,.00817898,.019053106,.245986394,.033745453,.0374224,.002672406,.00299745,1.41E-016,.423134679,.156435443,.091607981,.048424142,.015890571,.001324281,.002228034,.31702431,.167713142,.082892283,.009966305,.000621196,.004521428,.004015632,.182486898441239,.126460936966578,.0458465600252239,.0252798803405394,.00989350383099461,.00490676882662984,.00766030940708291,.0118408409939445,.217277152538706,.119446334495024,.022796123781003,.0173966883765166,.0161823412051188,.00567751820392271
115,Experiment II,2,.365168665,.080592287,.038104616,.021981719,.002699426,.000261479,5.71E-017,.345796332,.117873136,.084655108,.029985032,.002201692,.006419295,.004240855,.008154512,.253262673,.045635814,.013614239,.010395293,.007707358,.007617199,.037330259,.200483508,.022486882,.03793225,.002752336,.002852386,3.53E-017,.026871508,.163130329,.095031191,.048163624,.015877558,.001324501,.002058221,.241425711,.143258229,.077091909,.011314857,.000614871,.004928992,.003959798,.0628724231147127,.10297104508036,.0445292060038429,.0242038707221655,.0100391785367122,.00507418715019358,.00757008270453365,.0117320165248263,.239051825000812,.0954965082766806,.0230510298341609,.0166737151930599,.0160080682426915,.00537567913174819
120,Experiment II,2,.331927994,.075474662,.039000598,.022145407,.002154122,.000785462,1.94E-017,.249653762,.131965632,.088705845,.029730413,.003006842,.005826201,.004144869,.02408203,.322813734,.053720006,.013288986,.009881441,.007367269,.009739473,.335781642,.161138747,.030234211,.027703547,.002706058,.002975872,1.77E-016,.033836518,.178128296,.10872747,.048790169,.017265804,.001354296,.002082081,.161365638,.140394511,.072926325,.01507807,.000588061,.004433407,.004017135,.0423193952132093,.0966459071061749,.0418541582287118,.0278619791501453,.0102314396166801,.00533479434806991,.00754256516957977,.0496862931285359,.174411130142358,.0793600789644087,.0233277503676643,.0159533674344282,.0146070843421158,.00541633721139253
125,Experiment II,2,.17604755,.072818177,.040127962,.022242702,.002163519,.000562477,6.65E-018,.238205672,.152684021,.092345635,.031427091,.003343198,.006189744,.004176608,.033735295,.307616272,.063842493,.013118183,.01016406,.006946845,.008574716,.125221763,.139499698,.103752377,.012025863,.002786686,.002847701,1.06E-016,.366348077,.174767509,.126745959,.050172074,.01715276,.001346385,.001921553,.227533472,.158088492,.070624228,.01467529,.000604295,.004799946,.003966501,.146191337100231,.0997936263311293,.0395663942448516,.0267128263135517,.0104005251196888,.00550302233100461,.00749962494137209,.291867360579387,.114024866745289,.0702828944637943,.0238719125066524,.0153993162714389,.0143428957042791,.00515733397372903
